"id","answer","polarity","subjectivity","sentiment"
964,"The benefits are horrendous for such a large company that should have significant leverage. Benefits are cut year after year. Recently remote work was banned from the CEO level. Honeywell is trying to",0.1223214286,0.5008928571,"neu"
965,"The people at Honeywell is so nice and work like team no, none. I feel very well in this place",0.4,0.65,"pos"
966,"Constant reorganization that never settles, followed by yet another reorganization. Constant consolidation with newly acquired companies, causing constant chaos. Managers who only manage their own car",0.1227272727,0.5757575758,"neu"
967,"Job security (lay-offs, furloughs)Investment in people and facilities (old facilities, promotions)Health plan",0.1,0.2,"neu"
968,"Furloughs, sometimes they take away any merit increase, slowly declining healthcare, difficult to do a direct promotion so people switch around jobs internally a lot and it creates discontinuities in",-0.175,0.45,"neu"
969,"Some of the worst health benefits I've ever seen. Mandatory biometric screening each fall to prove you don't smoke, aren't obese, etc. or you incur $$",-1,1,"vneg"
970,"Layoffs and furloughs are constant. No career paths. Morale is gone. IT function has so many controls in place you do nothing but fight through red tape. Starting a new project takes six months. Getti",0.1272727273,0.2775757576,"neu"
971,"Great pay, good people and interesting work. Failing to adapt to the markets they serve.",0.6666666667,0.6166666667,"vpos"
972,"The benefits are a joke- the healthcare is astronomically expensive and there's no company match.It takes years before you get any additional vacation time added (5 years until you get an additional w",-0.5,0.7,"neg"
973,"Overall the company does not respect it's employees and is creating environment so employees leave. 3 weeks of furloughs, no pay raise 2 of 4 years, multiple layoffs within a single year. Very poor an",-0.1478571429,0.2485714286,"neu"
974,"Stock price great trajectoryFlexibilityVirtual environment lack of trust in GV leadershipbenefits below industry standard",0.4,0.375,"pos"
975,"Even if not an engineer, you can ask questions to help understand technical aspects from engineers who gladly come to your aid. Once you leave they typically don't rehire leaving past in the past.",-0.0333333333,0.42,"neu"
976,"Honeywell helped me grow professionally . I learned a lot from a lot of great leaders . Lots of growth opportunity and great pay A lot of fluctuations with the market in aerospace .",0.5666666667,0.5333333333,"pos"
977,"40 hr work week. Average salary 12-hour time-zone difference with many teammates.",0.175,0.45,"neu"
978,"Stable work environment in all aspects - good place to work most of the time - sometimes not Moving up hard - management out of touch - too much expected of you - pay way to low and no raises",0.1616666667,0.4683333333,"neu"
979,"Horrible benefits, furloughs, no longer able to WFH or have flexible schedules so work/life balance is poor, facility is run down and full of asbestos, no one knows who does what or how to get problem",-0.1411111111,0.6127777778,"neu"
980,"- expectation to move into new roles every 18 months- results oriented culture- global footprint provides diverse environment",0.0681818182,0.2272727273,"neu"
981,"Great company and a world presence. Management distracted by too many meetings and too much travel.",0.5,0.4833333333,"pos"
982,"There are none good things that I can say about this place. A job from hell is all I can say about this place.",0.7,0.6,"vpos"
983,"Good systems, tools, processes...that said, it seems there is an expert process, tool, system, website, team for everything.....to a fault. Unfortunately..there is a functional expert in charge of of",0.7,0.6,"vpos"
984,"During my <2 years as an employee there were 3, week long unpaid furloughs, followed by layoffs. The last of which I was affected by and was let go.",0.05,0.2888888889,"neu"
985,"The shareholders' interests are top priority for Honeywell. Shareholders have zero interest in employee well-being; this is detrimental to the culture at Honeywell and therefore employee morale.",0.5,0.5,"pos"
986,"If you like overtime. this is the place Direct manager was inapt, had no people skills. Poor morale.",-0.15,0.5,"neu"
987,"Constant layoffs, deteriorating benefits, toxic work environment. More and more work content being sent overseas. Honeywell is really an Asian company with a headquarters in the US.",0.25,0.3333333333,"pos"
988,"Good continuous improvement culture at all levels Not any ... treated me very well with alot of upward mobility",0.45,0.45,"pos"
989,"Very good working environment, very good people to work with Lack of job stability, lack of projects funding",0.91,0.78,"vpos"
990,"Good salaryFinancially stableDecent work life balance Too many layers of bureaucracyPoor health coverage",0.6,0.55,"vpos"
991,"Does not provide stock incentive plans. Work life balance leans more towards work and on time performance and tight schedule delivery.",0.1607142857,0.3928571429,"neu"
992,"Because it is a global organization, Honeywell expects you to work around the clock. They do not hire engineers in North America because they would provide you with resources from countries such as In",0,0.25,"neu"
993,"Highly talented individual contributors and front line managersSmart regarding certain business decisions (global categories) Several furloughs/layoff in last 9 monthsInsurance is High Deductible plan",0.1534693878,0.3540136054,"neu"
994,"Good career advancement for hard workers. Multi-industry allows for many different experiences. Frequent reorganizations. Healthcare plan expensive and has low benefits.",0.0726190476,0.505952381,"neu"
995,"The company is going through a major re-org and they are letting people go, forcing employees to take furloughs, some people forced in to retirement and the benefits are becoming non-existant.",0.0708333333,0.5166666667,"neu"
996,"An industry that is difficult to change and modernize. Retiring workforce without new engineers to maintain or improve the product.",-0.1818181818,0.7272727273,"neu"
997,"Dave take the shoes off my kids feet Cote will do anything to his employees to make the bottom line and pad his own pockets. I hear he may be leaving soon. About 5 years ago, he set out his goal to",0.6,1,"vpos"
998,"Different business,worldwide prescenceGood profesionall long hours with no recognition.Management accused you for they mistakes, no team spirit",-0.025,0.5,"neu"
999,"Constant Reductions in Force. Too many furloughs. Elimination of working supervisor positions. Products are transitioned overseas. Reorganizations created heavy top layer and small functional working",0.11,0.4466666667,"neu"
1000,"Tough work environment with unreasonable project schedules. No time is allowed for the unforeseen. Schedule is king although management insists it is technical excellence.",-0.1944444444,0.4666666667,"neu"
1001,"- Poor communication from the corporate office, never in the know when needed- Some employees take advantage of their salaried position by taking excessive time off- Some disconnection between depar",-0.2166666667,0.5333333333,"neg"
1002,"Re-orgs after re-orgs once one was done you could set an egg timer for the next. Ability to work from home can eat away at work/life balance.",0,0,"neu"
